0.0598802	1.99917e-16	1.93847e-13	0	5.76389e-15	1.29082e-13	0
0.179641	4.55418e-15	5.57683e-13	0	2.3634e-14	6.90251e-13	0
0.299401	6.87709e-15	9.7979e-13	0	1.12029e-13	1.72906e-12	0
0.419162	5.8964e-15	1.40036e-12	0	1.4875e-13	7.8509e-12	0
0.538922	8.54566e-15	1.50294e-12	0	1.88619e-13	1.47142e-11	0
0.658683	1.80419e-14	1.51075e-12	0	2.38692e-13	1.86148e-11	0
0.778443	1.2662e-14	1.53314e-12	0	2.727e-13	2.23025e-11	0
0.898204	1.33832e-14	1.55015e-12	0	2.59968e-13	2.66736e-11	0
1.01796	1.29452e-14	1.51406e-12	0	2.45525e-13	3.01384e-11	0
1.13772	1.03785e-14	1.63708e-12	0	2.84313e-13	3.29012e-11	0
1.25749	1.20739e-14	1.57424e-12	0	3.36159e-13	3.45486e-11	0
1.37725	1.63538e-14	1.51972e-12	0	2.85955e-13	3.70082e-11	0
1.49701	1.00311e-14	1.54478e-12	0	2.47223e-13	3.79967e-11	0
1.61677	1.38053e-14	1.58754e-12	0	2.73787e-13	3.88934e-11	0
1.73653	9.93167e-15	1.57392e-12	0	2.33618e-13	3.77462e-11	0
1.85629	9.59162e-15	1.55928e-12	0	2.17612e-13	3.68252e-11	0
1.97605	6.39707e-15	1.62667e-12	0	2.43658e-13	3.63701e-11	0
2.09581	9.18451e-15	1.81502e-12	0	2.22954e-13	3.60749e-11	0
2.21557	1.66706e-14	1.74858e-12	0	1.80365e-13	3.56598e-11	0
2.33533	1.21795e-14	1.79573e-12	0	1.94311e-13	3.35015e-11	0
2.45509	1.63866e-14	1.81987e-12	0	2.57565e-13	3.29588e-11	0
2.57485	1.54585e-14	1.80153e-12	0	1.2859e-13	2.98636e-11	0
2.69461	1.21508e-14	1.64793e-12	0	1.50638e-13	2.77402e-11	0
2.81437	2.02977e-14	1.69323e-12	0	1.24664e-13	2.5553e-11	0
2.93413	6.51749e-15	1.71891e-12	0	1.33739e-13	2.33128e-11	0
3.05389	1.01067e-14	1.60165e-12	0	8.97271e-14	2.0481e-11	0
3.17365	5.44154e-15	1.44532e-12	0	8.91263e-14	1.87459e-11	0
3.29341	7.68232e-15	1.29691e-12	0	1.10674e-13	1.6321e-11	0
3.41317	9.59206e-15	1.43365e-12	0	1.7834e-13	1.47333e-11	0
3.53293	1.02697e-14	1.23363e-12	0	7.8711e-14	1.36586e-11	0
3.65269	8.66556e-15	1.38587e-12	0	1.22038e-13	1.18302e-11	0
3.77246	1.49436e-14	1.17445e-12	0	7.00157e-14	1.03707e-11	0
3.89222	1.84438e-14	1.29725e-12	0	9.66659e-14	9.44964e-12	0
