0.85    0.95908
1.1     0.98173
1.3     0.98572
1.5     0.98839
1.7     0.98972
1.9     0.98972
2.1     0.99105
2.3     0.99239
2.5     0.99239
2.7     0.99210
2.9     0.99210
3.1     0.99210
3.3     0.99344
3.5     0.99210
3.7     0.99210
3.9     0.99210
4.1     0.99077
4.3     0.99077
4.5     0.99077
4.7     0.98944
4.9     0.98944
5.1     0.98944
5.3     0.98811
5.5     0.98678
5.7     0.98544
5.9     0.98411
6.1     0.98145
6.3     0.97878
6.5     0.97479
6.7     0.96946
6.9     0.96413
7.1     0.95880
7.3     0.94947
7.5     0.93349
7.7     0.90252


0.85    0.96050
1.1     0.98260
1.3     0.98551
1.5     0.98696
1.7     0.98986
1.9     0.99131
2.1     0.99131
2.3     0.99276
2.5     0.99276
2.7     0.99276
2.9     0.99276
3.1     0.99276
3.3     0.99276
3.5     0.99276
3.7     0.99276
3.9     0.99276
4.1     0.99276
4.3     0.99131
4.5     0.99131
4.7     0.99131
4.9     0.98986
5.1     0.98986
5.3     0.98841
5.5     0.98696
5.7     0.98696
5.9     0.98551
6.1     0.98406
6.3     0.98115
6.5     0.97680
6.7     0.97245
6.9     0.96810
7.1     0.96229
7.3     0.95214
7.5     0.93618
7.7     0.90630


