0.85    0.94791
1.1     1.01204
1.3     0.98390
1.5     0.99337
1.7     0.97703
1.9     1.01154
2.1     1.00439
2.3     1.00972
2.5     1.00172
2.7     1.00305
2.9     0.99639
3.1     1.01504
3.3     1.01638
3.5     1.00795
3.7     0.99538
3.9     1.00071
4.1     0.98605
4.3     0.99671
4.5     1.00604
4.7     0.99005
4.9     1.01553
5.1     0.97840
5.3     0.99572
5.5     1.01837
5.7     0.98773
5.9     1.01437
6.1     1.00771
6.3     1.03169
6.5     0.99972
6.7     0.98906
6.9     1.04360
7.1     0.97867
7.3     1.04580
7.5     0.93898
7.7     1.04706


0.85    1.04499
1.1     1.01988
1.3     0.98199
1.5     1.00231
1.7     0.99941
1.9     1.01247
2.1     0.99215
2.3     1.00666
2.5     0.98634
2.7     0.99650
2.9     0.99650
3.1     0.99070
3.3     0.99941
3.5     1.01683
3.7     0.98871
3.9     0.99597
4.1     0.99742
4.3     0.99742
4.5     1.00903
4.7     0.98581
4.9     1.03566
5.1     1.01534
5.3     1.00227
5.5     1.00517
5.7     1.02114
5.9     1.03856
6.1     0.94610
6.3     0.97804
6.5     1.04151
6.7     1.00957
6.9     0.95876
7.1     1.00812
7.3     0.97183
7.5     0.91957
7.7     1.09287


