0.85    0.92584
1.1     0.99708
1.3     0.97436
1.5     0.98368
1.7     0.96770
1.9     1.00358
2.1     0.99631
2.3     1.00239
2.5     0.99573
2.7     0.99706
2.9     0.99040
3.1     1.00772
3.3     1.01039
3.5     0.99973
3.7     0.98774
3.9     0.99307
4.1     0.97841
4.3     0.98907
4.5     0.99840
4.7     0.98108
4.9     1.00639
5.1     0.96909
5.3     0.98641
5.5     1.00777
5.7     0.97597
5.9     0.99980
6.1     0.99447
6.3     1.01463
6.5     0.98133
6.7     0.96800
6.9     1.01809
7.1     0.95015
7.3     1.01057
7.5     0.89596
7.7     0.98732


0.85    1.00016
1.1     0.99529
1.3     0.96190
1.5     0.98572
1.7     0.98572
1.9     0.99879
2.1     0.97992
2.3     0.99569
2.5     0.97391
2.7     0.98552
2.9     0.98407
3.1     0.97972
3.3     0.98843
3.5     1.00440
3.7     0.97681
3.9     0.98262
4.1     0.98407
4.3     0.98262
4.5     0.99503
4.7     0.97035
4.9     1.01964
5.1     0.99786
5.3     0.98335
5.5     0.98625
5.7     1.00195
5.9     1.01501
6.1     0.92284
6.3     0.94942
6.5     1.00826
6.7     0.97342
6.9     0.91680
7.1     0.95748
7.3     0.91392
7.5     0.86021
7.7     0.98738


