12.872738 3.182368 2.942488 18.997594
8.819719 9.447656 2.942488 21.209863
4.495085 13.525065 2.942488 20.962638
3.502565 13.226718 2.942488 19.671771
0.771751 12.033330 2.942488 15.747569
0.190974 13.127269 2.942488 16.260731
0.109877 14.320657 2.942488 17.373022
0.085860 15.116249 2.942488 18.144597
0.128988 15.514045 2.942488 18.585521
0.116936 15.414596 2.942488 18.474020
0.065100 14.817902 2.942488 17.825490
0.132293 14.121759 2.942488 17.196540
0.092625 13.823412 2.942488 16.858525
0.069077 12.630024 2.942488 15.641589
0.121127 11.337187 2.942488 14.400802
0.110892 8.652064 2.942488 11.705444
0.085251 4.624379 2.942488 7.652117
0.032834 1.044215 2.942488 4.019536
