# MiniBooNE pi0 background (data-driven approach)
# calculated using generator G18_10b_02_11a
#   E [MeV]  BG [events/MeV]
       250     2.0669
     337.5     1.0881
       425    0.69544
     512.5    0.37802
     612.5    0.36524
     737.5     0.1651
       875    0.16339
      1025    0.18518
      1175    0.11883
      1375   0.050495
      2250          0
