# MiniBooNE pi0 background (first-principles approach)
# calculated using generator nuwro
#   E [MeV]  BG [events/MeV]
       250     1.8713
     337.5     1.0032
       425    0.56352
     512.5    0.44915
     612.5    0.43318
     737.5     0.2248
       875    0.26482
      1025    0.20102
      1175      0.124
      1375   0.057155
      2250 1.0619e-07
