# MiniBooNE pi0 background (first-principles approach)
# calculated using generator G18_02a_02_11a
#   E [MeV]  BG [events/MeV]
       250     2.3345
     337.5     1.2163
       425    0.66071
     512.5    0.33963
     612.5    0.44626
     737.5    0.15851
       875    0.20588
      1025    0.18456
      1175     0.1068
      1375   0.054767
      2250 6.8778e-07
