# MiniBooNE single photon background (data-driven approach)
# calculated using generator G18_02b_02_11a
#   E [MeV]  BG [events/MeV]
       250    0.27372
     337.5    0.43362
       425    0.52204
     512.5    0.20696
     612.5   0.074376
     737.5   0.023558
       875  0.0045386
      1025  0.0045555
      1175  0.0036264
      1375 9.1053e-05
      2250          0
