# MiniBooNE pi0 background (data-driven approach)
# calculated using generator G18_10a_02_11a
#   E [MeV]  BG [events/MeV]
       250     2.2161
     337.5     1.0921
       425    0.66302
     512.5    0.38917
     612.5    0.39685
     737.5    0.23408
       875    0.20259
      1025    0.17398
      1175    0.13546
      1375   0.047286
      2250          0
