energy(#ERES_ND280)<
  @energy =
{ 0, 39 , 0, 0.577236, 0.0980981, 0.0622476, 0.0822911, 0.0592975, 0.0444753, 0.0431478, 0.0438206, 0.0538178, 0.0688759, 0.0697026, 0.0804711, 0.0917085, 0.0869565, 0.125, 0.104825, 0.105903, 0.0831918, 0.0882883, 0.0822943, 0.0875764, 0.135542, 0.119792, 0.115819, 0.103194, 0.0946746, 0.222543, 0.167286, 0.165441, 0.126935, 0.151976, 0.0765171, 0.0675676, 0.0638889, 0.0656716, 0.0485175, 0.0394737, 0.0384615, 0.0271493 }:
{ 0, 39 , 0, 0.422764, 0.645646, 0.227793, 0.154251, 0.165485, 0.125261, 0.0877666, 0.0705238, 0.0666973, 0.0558804, 0.0492565, 0.0480864, 0.0326633, 0.0374813, 0.0376712, 0.0332779, 0.0295139, 0.0322581, 0.0288288, 0.0274314, 0.0325866, 0.0120482, 0.0208333, 0.0254237, 0.014742, 0.0118343, 0.0144509, 0.0223048, 0.00735294, 0.0154799, 0.0182371, 0.0158311, 0.0135135, 0.00833333, 0.00895522, 0.0188679, 0.00986842, 0.013986, 0.0180995 }:
{ 0, 39 , 0, 0, 0.256256, 0.577052, 0.285481, 0.204157, 0.193885, 0.160333, 0.11948, 0.0947562, 0.0883691, 0.0836431, 0.0598626, 0.0628141, 0.0509745, 0.0479452, 0.0399334, 0.0399306, 0.0305603, 0.0324324, 0.032419, 0.0244399, 0.0361446, 0.0390625, 0.0338983, 0.019656, 0.0295858, 0.0260116, 0.0260223, 0.00735294, 0.0216718, 0.00303951, 0.0263852, 0.0189189, 0.0194444, 0.0119403, 0.0134771, 0.0197368, 0.0104895, 0.0316742 }:
{ 0, 39 , 0, 0, 0, 0.132907, 0.379917, 0.221882, 0.182592, 0.187056, 0.142417, 0.107176, 0.109812, 0.0855019, 0.063788, 0.0565327, 0.083958, 0.0530822, 0.0499168, 0.0451389, 0.0424448, 0.0378378, 0.0274314, 0.0427699, 0.0180723, 0.0338542, 0.019774, 0.022113, 0.0177515, 0.0144509, 0.0148699, 0.0183824, 0.0247678, 0.0182371, 0.0131926, 0.0297297, 0.0194444, 0.0268657, 0.0134771, 0.0164474, 0.0104895, 0.0135747 }:
{ 0, 39 , 0, 0, 0, 0, 0.0980605, 0.280213, 0.172168, 0.154204, 0.144813, 0.126035, 0.0916179, 0.0836431, 0.0706575, 0.0577889, 0.053973, 0.0616438, 0.0565724, 0.03125, 0.0322581, 0.0468468, 0.0374065, 0.0325866, 0.0301205, 0.046875, 0.0367232, 0.031941, 0.0295858, 0.0404624, 0.0408922, 0.0183824, 0.0216718, 0.0151976, 0.0184697, 0.0189189, 0.025, 0.0119403, 0.0377358, 0.0328947, 0.027972, 0.0316742 }:
{ 0, 39 , 0, 0, 0, 0, 0, 0.0689655, 0.227762, 0.144398, 0.14584, 0.128335, 0.110461, 0.0901487, 0.0736016, 0.0778894, 0.0524738, 0.0530822, 0.0565724, 0.0381944, 0.0458404, 0.045045, 0.0349127, 0.0264766, 0.0120482, 0.0208333, 0.0310734, 0.029484, 0.0207101, 0.0115607, 0.0408922, 0.0330882, 0.0278638, 0.0182371, 0.0343008, 0.0378378, 0.0305556, 0.00895522, 0.00808625, 0.0164474, 0.0244755, 0.0135747 }:
{ 0, 39 , 0, 0, 0, 0, 0, 0, 0.0538568, 0.175043, 0.130777, 0.127415, 0.131254, 0.108736, 0.0863592, 0.0841709, 0.0689655, 0.0633562, 0.0582363, 0.0520833, 0.0458404, 0.0432432, 0.0349127, 0.0407332, 0.0331325, 0.03125, 0.0367232, 0.02457, 0.0236686, 0.0260116, 0.0223048, 0.0220588, 0.0185759, 0.0212766, 0.0448549, 0.027027, 0.0277778, 0.0268657, 0.0107817, 0.0197368, 0.034965, 0.0180995 }:
{ 0, 39 , 0, 0, 0, 0, 0, 0, 0, 0.048051, 0.161931, 0.114535, 0.109812, 0.113383, 0.102061, 0.0741206, 0.0674663, 0.0445205, 0.0732113, 0.0677083, 0.040747, 0.0378378, 0.0523691, 0.0427699, 0.0301205, 0.0416667, 0.039548, 0.046683, 0.0414201, 0.0375723, 0.0297398, 0.0294118, 0.00928793, 0.0182371, 0.0158311, 0.0189189, 0.0111111, 0.0179104, 0.0269542, 0.0263158, 0.013986, 0.0542986 }:
{ 0, 39 , 0, 0, 0, 0, 0, 0, 0, 0, 0.0403971, 0.142594, 0.0890188, 0.108736, 0.10893, 0.0728643, 0.053973, 0.0428082, 0.0449251, 0.0694444, 0.0509338, 0.0468468, 0.0498753, 0.0264766, 0.0391566, 0.0390625, 0.0451977, 0.02457, 0.0414201, 0.017341, 0.0148699, 0.0220588, 0.0216718, 0.0243161, 0.0263852, 0.0243243, 0.0111111, 0.0149254, 0.0134771, 0.00986842, 0.041958, 0.0135747 }:
{ 0, 39 , 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0386385, 0.118908, 0.0678439, 0.100098, 0.103015, 0.0944528, 0.0821918, 0.0648918, 0.0659722, 0.0594228, 0.0504505, 0.0498753, 0.0610998, 0.0421687, 0.0390625, 0.0225989, 0.02457, 0.035503, 0.0433526, 0.0297398, 0.0294118, 0.0216718, 0.0243161, 0.0158311, 0.0189189, 0.0277778, 0.0149254, 0.0188679, 0.0296053, 0.0174825, 0.0271493 }:
