1.000000e-01 9.602278e+01
1.080000e-01 9.602266e+01
1.166400e-01 9.602275e+01
1.259712e-01 9.602274e+01
1.360489e-01 9.602264e+01
1.469328e-01 9.602271e+01
1.586874e-01 9.602265e+01
1.713824e-01 9.602275e+01
1.850930e-01 9.602275e+01
1.999005e-01 9.602273e+01
2.158925e-01 9.602266e+01
2.331639e-01 9.602268e+01
2.518170e-01 9.602264e+01
2.719624e-01 9.602266e+01
2.937194e-01 9.602264e+01
3.172169e-01 9.602267e+01
3.425943e-01 9.602269e+01
3.700018e-01 9.583779e+01
3.996019e-01 9.481710e+01
4.315701e-01 9.374452e+01
4.660957e-01 9.304497e+01
5.033834e-01 9.368289e+01
5.436540e-01 9.470893e+01
5.871464e-01 9.500254e+01
6.341181e-01 9.475039e+01
6.848475e-01 9.419437e+01
7.396353e-01 9.308937e+01
7.988061e-01 9.243581e+01
8.627106e-01 9.302427e+01
9.317275e-01 9.230268e+01
1.006266e+00 9.243581e+01
1.086767e+00 9.280838e+01
1.173708e+00 9.354694e+01
1.267605e+00 9.500894e+01
1.369013e+00 9.523130e+01
1.478534e+00 9.546724e+01
1.596817e+00 9.548378e+01
1.724563e+00 9.304049e+01
1.862528e+00 9.475918e+01
2.011530e+00 9.602271e+01
2.172452e+00 9.602266e+01
2.346248e+00 9.602265e+01
2.533948e+00 9.602269e+01
2.736664e+00 9.602265e+01
2.955597e+00 9.602279e+01
3.192045e+00 9.602263e+01
3.447409e+00 9.602267e+01
3.723201e+00 9.602275e+01
4.021057e+00 9.602272e+01
4.342742e+00 9.602137e+01
4.690161e+00 9.567745e+01
5.065374e+00 9.474643e+01
5.470604e+00 9.371889e+01
5.908252e+00 9.308039e+01
6.380913e+00 9.345407e+01
6.891386e+00 9.576231e+01
7.442696e+00 9.602267e+01
8.038112e+00 9.602269e+01
8.681161e+00 9.602265e+01
9.375654e+00 9.602265e+01
1.012571e+01 9.555852e+01
1.093576e+01 9.447931e+01
1.181062e+01 9.341165e+01
1.275547e+01 9.306717e+01
1.377591e+01 9.429785e+01
1.487798e+01 9.514343e+01
1.606822e+01 9.501594e+01
1.735368e+01 9.438482e+01
1.874198e+01 9.340272e+01
2.024133e+01 9.230268e+01
2.186064e+01 9.326468e+01
2.360949e+01 9.296176e+01
2.549825e+01 9.284991e+01
2.753811e+01 9.290110e+01
2.974116e+01 9.345023e+01
3.212045e+01 9.433730e+01
3.469009e+01 9.488661e+01
3.746530e+01 9.520955e+01
4.046252e+01 9.554265e+01
4.369952e+01 9.568175e+01
4.719548e+01 9.567884e+01
