# GLoBES cross section file for NC interactions in the following material:
#
#      PDG code     abundance
#     1000260560        1
#
# log10(E/GeV) \nu_e      \nu_\mu         \nu_\tau      \bar{\nu}_e    \bar{\nu}_\mu  \bar{\nu}_\tau
-0.391	0.3057831	0.3057831	0.3057831           0.0           0.0             0.0
-0.388	0.306728	0.306728	0.306728            0.0           0.0             0.0
-0.385	0.3076891	0.3076891	0.3076891           0.0           0.0             0.0
-0.382	0.3086759	0.3086759	0.3086759           0.0           0.0             0.0
-0.379	0.3096657	0.3096657	0.3096657           0.0           0.0             0.0
-0.376	0.310516	0.310516	0.310516            0.0           0.0             0.0
-0.373	0.3113793	0.3113793	0.3113793          0.0           0.0             0.0 
-0.37	0.3122754	0.3122754	0.3122754           0.0           0.0             0.0
-0.367	0.3131962	0.3131962	0.3131962          0.0           0.0             0.0 
-0.364	0.3141106	0.3141106	0.3141106           0.0           0.0             0.0
-0.361	0.3149451	0.3149451	0.3149451          0.0           0.0             0.0 
-0.358	0.3154078	0.3154078	0.3154078           0.0           0.0             0.0
-0.355	0.3158991	0.3158991	0.3158991           0.0           0.0             0.0
-0.352	0.316387	0.316387	0.316387            0.0           0.0             0.0
-0.349	0.3168831	0.3168831	0.3168831           0.0           0.0             0.0
-0.346	0.3174145	0.3174145	0.3174145           0.0           0.0             0.0
-0.343	0.3180886	0.3180886	0.3180886           0.0           0.0             0.0
-0.34	0.319112	0.319112	0.319112            0.0           0.0             0.0
-0.337	0.3201362	0.3201362	0.3201362           0.0           0.0             0.0
-0.334	0.3211881	0.3211881	0.3211881           0.0           0.0             0.0
-0.331	0.3222621	0.3222621	0.3222621           0.0           0.0             0.0
-0.328	0.3233287	0.3233287	0.3233287           0.0           0.0             0.0
-0.325	0.3242854	0.3242854	0.3242854           0.0           0.0             0.0
-0.322	0.3250335	0.3250335	0.3250335           0.0           0.0             0.0
-0.319	0.3258098	0.3258098	0.3258098          0.0           0.0             0.0 
-0.316	0.326582	0.326582	0.326582            0.0           0.0             0.0
-0.313	0.3273502	0.3273502	0.3273502           0.0           0.0             0.0
-0.31	0.3281482	0.3281482	0.3281482           0.0           0.0             0.0
-0.307	0.328809	0.328809	0.328809            0.0           0.0             0.0
-0.304	0.3292063	0.3292063	0.3292063           0.0           0.0             0.0
-0.301	0.3296009	0.3296009	0.3296009           0.0           0.0             0.0
-0.298	0.3300245	0.3300245	0.3300245           0.0           0.0             0.0
-0.295	0.3304642	0.3304642	0.3304642           0.0           0.0             0.0
-0.292	0.3309055	0.3309055	0.3309055           0.0           0.0             0.0
-0.289	0.3314275	0.3314275	0.3314275           0.0           0.0             0.0
-0.286	0.3320849	0.3320849	0.3320849           0.0           0.0             0.
-0.283	0.332769	0.332769	0.332769            0.0           0.0             0.
-0.28	0.3334551	0.3334551	0.3334551           0.0           0.0             0.
-0.277	0.3341364	0.3341364	0.3341364           0.0           0.0             0.
-0.274	0.3348383	0.3348383	0.3348383           0.0           0.0             0.
-0.271	0.3354328	0.3354328	0.3354328          0.0           0.0             0.0
-0.268	0.3359041	0.3359041	0.3359041           0.0           0.0             0.
-0.265	0.3363723	0.3363723	0.3363723          0.0           0.0             0.0
-0.262	0.3368552	0.3368552	0.3368552           0.0           0.0             0.
-0.259	0.3373469	0.3373469	0.3373469          0.0           0.0             0.0
-0.256	0.3378395	0.3378395	0.3378395           0.0           0.0             0.
-0.253	0.338265	0.338265	0.338265            0.0           0.0             0.
-0.25	0.3386504	0.3386504	0.3386504           0.0           0.0             0.
-0.247	0.3390527	0.3390527	0.3390527           0.0           0.0             0.
