1.000000e-02  1.000000e-04  2.900000e+01
1.000000e-02  1.122018e-04  2.899994e+01
1.000000e-02  1.258925e-04  2.899988e+01
1.000000e-02  1.412537e-04  2.899980e+01
1.000000e-02  1.584892e-04  2.899972e+01
1.000000e-02  1.778278e-04  2.899963e+01
1.000000e-02  1.995261e-04  2.899952e+01
1.000000e-02  2.238719e-04  2.899941e+01
1.000000e-02  2.511884e-04  2.899928e+01
1.000000e-02  2.818380e-04  2.899913e+01
1.000000e-02  3.162274e-04  2.899897e+01
1.000000e-02  3.548130e-04  2.899878e+01
1.000000e-02  3.981066e-04  2.899857e+01
1.000000e-02  4.466830e-04  2.899834e+01
1.000000e-02  5.011865e-04  2.899808e+01
1.000000e-02  5.623404e-04  2.899779e+01
1.000000e-02  6.309562e-04  2.899746e+01
1.000000e-02  7.079445e-04  2.899709e+01
1.000000e-02  7.943267e-04  2.899668e+01
1.000000e-02  8.912491e-04  2.899622e+01
1.000000e-02  9.999978e-04  2.899570e+01
1.000000e-02  1.122016e-03  2.899511e+01
1.000000e-02  1.258922e-03  2.899446e+01
1.000000e-02  1.412534e-03  2.899372e+01
1.000000e-02  1.584889e-03  2.899290e+01
1.000000e-02  1.778275e-03  2.899197e+01
1.000000e-02  1.995257e-03  2.899093e+01
1.000000e-02  2.238715e-03  2.898977e+01
1.000000e-02  2.511879e-03  2.898846e+01
1.000000e-02  2.818374e-03  2.898700e+01
1.000000e-02  3.162267e-03  2.898535e+01
1.000000e-02  3.548122e-03  2.898351e+01
1.000000e-02  3.981058e-03  2.898144e+01
1.000000e-02  4.466820e-03  2.897911e+01
1.000000e-02  5.011854e-03  2.897651e+01
1.000000e-02  5.623392e-03  2.897358e+01
1.000000e-02  6.309549e-03  2.897030e+01
1.000000e-02  7.079429e-03  2.896662e+01
1.000000e-02  7.943249e-03  2.896248e+01
1.000000e-02  8.912471e-03  2.895785e+01
1.000000e-02  9.999956e-03  2.895265e+01
1.000000e-02  1.122013e-02  2.894681e+01
1.000000e-02  1.258920e-02  2.894026e+01
1.000000e-02  1.412531e-02  2.893291e+01
1.000000e-02  1.584886e-02  2.892467e+01
1.000000e-02  1.778271e-02  2.891542e+01
1.000000e-02  1.995252e-02  2.890504e+01
1.000000e-02  2.238710e-02  2.889340e+01
1.000000e-02  2.511873e-02  2.888033e+01
1.000000e-02  2.818368e-02  2.886567e+01
1.000000e-02  3.162260e-02  2.884922e+01
1.000000e-02  3.548114e-02  2.883398e+01
1.000000e-02  3.981049e-02  2.881640e+01
1.000000e-02  4.466810e-02  2.879688e+01
1.000000e-02  5.011843e-02  2.877540e+01
1.000000e-02  5.623379e-02  2.875196e+01
1.000000e-02  6.309535e-02  2.872460e+01
1.000000e-02  7.079414e-02  2.869336e+01
1.000000e-02  7.943232e-02  2.866016e+01
1.000000e-02  8.912452e-02  2.862304e+01
1.000000e-02  9.999934e-02  2.858008e+01
1.000000e-02  1.122011e-01  2.853320e+01
1.000000e-02  1.258917e-01  2.847852e+01
1.000000e-02  1.412528e-01  2.841992e+01
1.000000e-02  1.584883e-01  2.835352e+01
1.000000e-02  1.778268e-01  2.827734e+01
1.000000e-02  1.995249e-01  2.807422e+01
1.000000e-02  2.238707e-01  2.798243e+01
1.000000e-02  2.511870e-01  2.787697e+01
1.000000e-02  2.818365e-01  2.775977e+01
1.000000e-02  3.162258e-01  2.762891e+01
1.000000e-02  3.548112e-01  2.748243e+01
1.000000e-02  3.981047e-01  2.731837e+01
1.000000e-02  4.466808e-01  2.713673e+01
1.000000e-02  5.011841e-01  2.693361e+01
1.000000e-02  5.623379e-01  2.670509e+01
1.000000e-02  6.309534e-01  2.645313e+01
1.000000e-02  7.079414e-01  2.617190e+01
1.000000e-02  7.943233e-01  2.585940e+01
1.000000e-02  8.912454e-01  2.551370e+01
1.000000e-02  9.999938e-01  2.512890e+01

1.047129e-02  1.000000e-04  2.900000e+01
1.047129e-02  1.122018e-04  2.899994e+01
1.047129e-02  1.258925e-04  2.899987e+01
1.047129e-02  1.412537e-04  2.899979e+01
1.047129e-02  1.584892e-04  2.899970e+01
1.047129e-02  1.778278e-04  2.899960e+01
1.047129e-02  1.995261e-04  2.899949e+01
1.047129e-02  2.238719e-04  2.899936e+01
1.047129e-02  2.511884e-04  2.899922e+01
1.047129e-02  2.818380e-04  2.899906e+01
1.047129e-02  3.162274e-04  2.899889e+01
1.047129e-02  3.548130e-04  2.899869e+01
1.047129e-02  3.981066e-04  2.899847e+01
1.047129e-02  4.466830e-04  2.899822e+01
1.047129e-02  5.011865e-04  2.899794e+01
1.047129e-02  5.623404e-04  2.899762e+01
1.047129e-02  6.309562e-04  2.899727e+01
1.047129e-02  7.079445e-04  2.899687e+01
1.047129e-02  7.943267e-04  2.899643e+01
1.047129e-02  8.912491e-04  2.899593e+01
1.047129e-02  9.999978e-04  2.899537e+01
1.047129e-02  1.122016e-03  2.899474e+01
1.047129e-02  1.258922e-03  2.899404e+01
1.047129e-02  1.412534e-03  2.899325e+01
1.047129e-02  1.584889e-03  2.899236e+01
1.047129e-02  1.778275e-03  2.899136e+01
1.047129e-02  1.995257e-03  2.899025e+01
1.047129e-02  2.238715e-03  2.898899e+01
1.047129e-02  2.511879e-03  2.898759e+01
1.047129e-02  2.818374e-03  2.898601e+01
1.047129e-02  3.162267e-03  2.898424e+01
1.047129e-02  3.548122e-03  2.898225e+01
1.047129e-02  3.981058e-03  2.898003e+01
1.047129e-02  4.466820e-03  2.897753e+01
1.047129e-02  5.011854e-03  2.897472e+01
1.047129e-02  5.623392e-03  2.897157e+01
1.047129e-02  6.309549e-03  2.896804e+01
1.047129e-02  7.079429e-03  2.896408e+01
1.047129e-02  7.943249e-03  2.895963e+01
1.047129e-02  8.912471e-03  2.895465e+01
1.047129e-02  9.999956e-03  2.894905e+01
1.047129e-02  1.122013e-02  2.894277e+01
1.047129e-02  1.258920e-02  2.893573e+01
1.047129e-02  1.412531e-02  2.892782e+01
1.047129e-02  1.584886e-02  2.891895e+01
1.047129e-02  1.778271e-02  2.890900e+01
1.047129e-02  1.995252e-02  2.889783e+01
1.047129e-02  2.238710e-02  2.888530e+01
1.047129e-02  2.511873e-02  2.887124e+01
1.047129e-02  2.818368e-02  2.885547e+01
1.047129e-02  3.162260e-02  2.883777e+01
1.047129e-02  3.548114e-02  2.882032e+01
1.047129e-02  3.981049e-02  2.880078e+01
1.047129e-02  4.466810e-02  2.878124e+01
1.047129e-02  5.011843e-02  2.875782e+01
1.047129e-02  5.623379e-02  2.873046e+01
1.047129e-02  6.309535e-02  2.870118e+01
1.047129e-02  7.079414e-02  2.866796e+01
1.047129e-02  7.943232e-02  2.863086e+01
1.047129e-02  8.912452e-02  2.858984e+01
1.047129e-02  9.999934e-02  2.854296e+01
1.047129e-02  1.122011e-01  2.849024e+01
1.047129e-02  1.258917e-01  2.843164e+01
1.047129e-02  1.412528e-01  2.836718e+01
1.047129e-02  1.584883e-01  2.829296e+01
1.047129e-02  1.778268e-01  2.809377e+01
1.047129e-02  1.995249e-01  2.800197e+01
1.047129e-02  2.238707e-01  2.789845e+01
1.047129e-02  2.511870e-01  2.778517e+01
1.047129e-02  2.818365e-01  2.765625e+01
1.047129e-02  3.162258e-01  2.751369e+01
1.047129e-02  3.548112e-01  2.735353e+01
1.047129e-02  3.981047e-01  2.717383e+01
1.047129e-02  4.466808e-01  2.697461e+01
1.047129e-02  5.011841e-01  2.675197e+01
1.047129e-02  5.623379e-01  2.650587e+01
1.047129e-02  6.309534e-01  2.623047e+01
1.047129e-02  7.079414e-01  2.592580e+01
1.047129e-02  7.943233e-01  2.558596e+01
1.047129e-02  8.912454e-01  2.520900e+01
1.047129e-02  9.999938e-01  2.479656e+01

1.096478e-02  1.000000e-04  2.900000e+01
1.096478e-02  1.122018e-04  2.899993e+01
1.096478e-02  1.258925e-04  2.899986e+01
1.096478e-02  1.412537e-04  2.899977e+01
1.096478e-02  1.584892e-04  2.899967e+01
