  0.        0.
  0.018762  3.860746
  0.056285  4.145539
  0.084428  4.256289
  0.159475  4.351200
  0.196998  4.446133
  0.272045  4.477758
  0.347092  4.493560
  0.431520  4.509360
  0.497186  4.493512
  0.562852  4.477662
  0.647280  4.445976
  0.722326  4.414289
  0.806754  4.350934
  0.872420  4.287581
  0.947467  4.240051
  1.031895  4.160844
  1.125704  4.097458
  1.219512  3.970725
  1.313321  3.875648
  1.435272  3.685515
  1.529081  3.542894
  1.604128  3.416113
  1.688555  3.289311
  1.754221  3.162517
  1.819887  3.051553
  1.894934  2.908884
  1.988743  2.766176
  2.045028  2.623506
  2.110694  2.480812
  2.204503  2.306368
  2.279550  2.179475
  2.354597  2.005030
  2.439024  1.846398
  2.560976  1.640124
  2.673546  1.465538
  2.776735  1.290950
  2.898687  1.084589
  3.001876  0.925804
  3.076923  0.782927
  3.198874  0.671616
  3.311445  0.607883
  3.414634  0.464882
  3.536585  0.385240
  3.714822  0.257838
  3.818011  0.178222
 10.        0. 
 
