        -40.    50.59850812
        -4      50.59850812
     -3.95      50.59936236
      -3.9      50.60032119
     -3.85      50.60139745
      -3.8      50.60260559
     -3.75      50.60396184
      -3.7      50.60548446
     -3.65      50.60719397
      -3.6      50.60911347
     -3.55      50.61126894
      -3.5      50.61368962
     -3.45      50.61640844
      -3.4      50.61946251
     -3.35      50.62289364
      -3.3      50.62674898
     -3.25      50.63108171
      -3.2      50.63595191
     -3.15      50.64142743
      -3.1      50.64758499
     -3.05      50.65451141
        -3      50.66230507
     -2.95      50.67107749
      -2.9      50.68095529
     -2.85      50.69208241
      -2.8      50.70462269
     -2.75      50.71876293
      -2.7      50.73471642
     -2.65      50.75272716
      -2.6      50.77307483
     -2.55      50.79608062
      -2.5      50.82211431
     -2.45      50.85160248
      -2.4      50.88503859
     -2.35      50.92299495
      -2.3      50.96613714
     -2.25      51.01524144
      -2.2      51.07121604
     -2.15      51.13512667
      -2.1      51.20822802
     -2.05      51.29200173
        -2      51.38820372
     -1.95       51.4989212
      -1.9       51.6266434
     -1.85      51.77434988
      -1.8      51.94561678
     -1.75      52.14474873
      -1.7      52.37694328
     -1.65      52.64849757
      -1.6      52.96709407
     -1.55      53.34195465
      -1.5      53.78446601
     -1.45      54.30850114
      -1.4      54.93078754
     -1.35      55.67263618
      -1.3      56.55934761
     -1.25      57.62230217
      -1.2      58.89995632
     -1.15      60.43943454
      -1.1      62.29847307
     -1.05      64.54739078
        -1      67.27058186
     -0.95      70.49091158
      -0.9      74.08244722
     -0.85      77.88172419
      -0.8      81.85550842
     -0.75      86.12001048
      -0.7      90.87779853
     -0.65      96.35557773
      -0.6      102.7460253
     -0.55      110.1810635
      -0.5      118.7599627
     -0.45      127.5343505
      -0.4      136.1365671
     -0.35      142.9598921
      -0.3      146.1033018
     -0.25      143.6938657
      -0.2      135.0711107
